symbol	locus_name	acc_number	swiss-prot	sgd	sequence_length	3d	chromosome
YTH1	YPR107C	Q06102	YTH1_YEAST	S000006311	208	16	
YTM1	YOR272W	Q12024	YTM1_YEAST	S000005798	460	15	
YTP1	YNL237W	P53584	YTP1_YEAST	S000005181	459	14	
YUH1	YJR099W	P35127	UBL1_YEAST	S000003860	236	(3)	10
YUR1	YJL139C	P26725	YUR1_YEAST	S000003675	428	10	
YVC1	YOR087W	Q12324	YVC1_YEAST	S000005613	675	15	
YVH1	YIR026C	Q02256	PVH1_YEAST	S000001465	364	9	
ZAP1	YJL056C	P47043	ZAP1_YEAST	S000003592	880	(3)	10
ZDS1;CES1;CKM1;HST1;NRC1;OSS1;STM2	YMR273C	P50111	ZDS1_YEAST	S000004886	915	13	
ZDS2;MCS1	YML109W	P54786	ZDS2_YEAST	S000004577	942	13	
ZEO1	YOL109W	Q08245	ZEO1_YEAST	S000005469	113	15	
ZIM17;FMP28;HEP1;TIM15	YNL310C	P42844	ZIM17_YEAST	S000005254	174	(3)	14
ZIP1	YDR285W	P31111	ZIP1_YEAST	S000002693	875	4	
ZIP2	YGL249W	P53061	ZIP2_YEAST	S000003218	704	7	
ZPR1	YGR211W	P53303	ZPR1_YEAST	S000003443	486	7	
ZPS1	YOL154W	Q12512	ZPS1_YEAST	S000005514	249	15	
ZRC1	YMR243C	P20107	ZRC1_YEAST	S000004856	442	13	
ZRG17	YNR039C	P53735	ZRG17_YEAST	S000005322	605	14	
ZRG8	YER033C	P40021	ZRG8_YEAST	S000000835	1076	5	
ZRT1	YGL255W	P32804	ZRT1_YEAST	S000003224	376	7	
ZRT2	YLR130C	Q12436	ZRT2_YEAST	S000004120	422	12	
ZRT3	YKL175W	P34240	ZRT3_YEAST	S000001658	503	11	
ZTA1	YBR046C	P38230	QOR_YEAST	S000000250	334	(3)	2
ZUO1	YGR285C	P32527	ZUO1_YEAST	S000003517	433	(3)	7
ZWF1;MET19	YNL241C	P11412	G6PD_YEAST	S000005185	505	14	
Q0010;ORF6	Q0010	Q9ZZX9	Q0010_YEAST	S000007257	128	M	
Q0017;ORF7	Q0017	Q9ZZX8	Q0017_YEAST	S000007258	53	M	
Q0032;ORF8	Q0032	Q9ZZX7	Q0032_YEAST	S000007259	96	M	
Q0092;ORF5;ORI5	Q0092	Q35811	Q0092_YEAST	S000007269	46	M	
Q0142;ORF9	Q0142	Q9ZZW4	Q0142_YEAST	S000007276	58	M	
Q0143;ORF10	Q0143	Q9ZZW3	Q0143_YEAST	S000007277	50	M	
Q0144	Q0144	Q9ZZW2	Q0144_YEAST	S000007278	109	M	
Q0182;ORF11	Q0182	Q9ZZW1	Q0182_YEAST	S000007280	134	M	
Q0255	Q0255	P03881	YMRF1_YEAST	S000007282	472	M	
Q0297;ORF12	Q0297	Q9ZZV8	Q0297_YEAST	S000007284	51	M	
YAL004W	YAL004W	P39703	YAA4_YEAST	S000002136	215	1	
YAL016C-A	YAL016C-A	A0A023PYC6	YA16A_YEAST	S000028728	104	1	
YAL016C-B	YAL016C-B	P0C1V3	YA016_YEAST	S000028528	61	1	
YAL019W-A	YAL019W-A	A0A023PXA5	YA19A_YEAST	S000028729	189	1	
YAL026C-A	YAL026C-A	A0A023PXH4	YA026_YEAST	S000028730	145	1	
YAL031W-A	YAL031W-A	A0A023PZ94	YA031_YEAST	S000028731	102	1	
YAL034C-B;YAL035C-A	YAL034C-B	O13515	YA034_YEAST	S000002137	117	1	
YAL037C-A	YAL037C-A	Q3E741	YA037_YEAST	S000028732	30	1	
YAL037C-B;YAL038C-A	YAL037C-B	Q8TGR8	YA37B_YEAST	S000028592	324	1	
YAL037W	YAL037W	P39728	YAD7_YEAST	S000000035	267	1	
YAL042C-A;YAL043C-A	YAL042C-A	O13514	YA042_YEAST	S000002138	125	1	
YAL044W-A	YAL044W-A	Q3E793	YA044_YEAST	S000007586	110	1	
YAL045C	YAL045C	P39725	YAE5_YEAST	S000000043	102	1	
YAL047W-A	YAL047W-A	A0A023PZE2	YA047_YEAST	S000028733	109	1	
YAL056C-A;YAL058C-A	YAL056C-A	O13513	YA056_YEAST	S000002139	116	1	
YAL059C-A	YAL059C-A	A0A023PYD0	YA059_YEAST	S000028734	140	1	
YAL063C-A	YAL063C-A	Q3E791	YA063_YEAST	S000028813	96	1	
YAL064W	YAL064W	P39711	YAG4_YEAST	S000000060	94	1	
YAL064W-B	YAL064W-B	O13512	YA64B_YEAST	S000002141	126	1	
YAL065C	YAL065C	O13511	YA065_YEAST	S000001817	128	1	
YAL066W	YAL066W	P39710	YAG6_YEAST	S000000061	102	1	
YAL067W-A	YAL067W-A	Q8TGK6	YA067_YEAST	S000028593	75	1	
YAL068W-A	YAL068W-A	Q8TGK7	YAG8_YEAST	S000028594	84	1	
YAL069W	YAL069W	O13588	YA069_YEAST	S000002143	104	1	
YAR019W-A	YAR019W-A	A0A023PXB0	YA019_YEAST	S000028735	110	1	
YAR023C	YAR023C	D6VPM8	YAJ3_YEAST	S000000074	179	1	
YAR028W;FUN56	YAR028W	P39548	YAJ8_YEAST	S000000076	234	1	
YAR029W;FUN57	YAR029W	P39549	YAJ9_YEAST	S000000077	74	1	
YAR030C	YAR030C	P39550	YAK0_YEAST	S000001821	113	1	
YAR035C-A	YAR035C-A	Q8TGV0	YA035_YEAST	S000028595	26	1	
YAR047C	YAR047C	P39557	YAL7_YEAST	S000000083	106	1	
YAR053W	YAR053W	P39559	YAM3_YEAST	S000000085	98	1	
YAR060C	YAR060C	P0CX88	YAN0_YEAST	S000000086	111	1	
YAR061W	YAR061W	P0CX90	YAN1_YEAST	S000000087	67	1	
YAR062W	YAR062W	P0CI66	YAN2_YEAST	S000000088	198	1	
YAR064W	YAR064W	P39563	YAN4_YEAST	S000000089	99	1	
YAR066W	YAR066W	P0CX18	YA066_YEAST	S000002144	203	1	
YAR068W	YAR068W	P39564	YAN8_YEAST	S000000091	161	1	
YAR069C	YAR069C	P0CX92	YAN9_YEAST	S000000092	97	1	
YAR070C	YAR070C	P39566	YAO0_YEAST	S000000093	99	1	
YAR075W	YAR075W	O42831	YA075_YEAST	S000002145	157	1	
YBL006W-A	YBL006W-A	Q8TGQ6	YB06A_YEAST	S000028596	49	2	
YBL008W-A	YBL008W-A	Q3E821	YB008_YEAST	S000028529	79	2	
YBL010C;YBL0316	YBL010C	P32788	YBB0_YEAST	S000000106	280	2	
YBL012C;YBL0314	YBL012C	P38209	YBB2_YEAST	S000000108	133	2	
YBL028C;YBL0423	YBL028C	P38202	YBC8_YEAST	S000000124	106	(3)	2
YBL029C-A	YBL029C-A	Q3E756	YB029_YEAST	S000007591	94	2	
YBL029W;YBL0422	YBL029W	P38201	YBC9_YEAST	S000000125	376	2	
YBL036C;YBL0413	YBL036C	P38197	YBD6_YEAST	S000000132	257	(3)	2
YBL039C-A	YBL039C-A	P0C5K9	YB39A_YEAST	S000028814	27	2	
YBL039W-B	YBL039W-B	P0C268	YB39B_YEAST	S000028517	59	2	
YBL044W;YBL0404	YBL044W	P38194	YBE4_YEAST	S000000140	122	2	
YBL053W;YBL0514	YBL053W	P38190	YBF3_YEAST	S000000149	124	2	
YBL055C;YBL0511;YBL0512	YBL055C	P34220	YBF5_YEAST	S000000151	418	2	
YBL059W;YBL0508;YBL0516	YBL059W	P34224	YBF9_YEAST	S000000155	193	2	
YBL062W;YBL0505	YBL062W	P38189	YBG2_YEAST	S000000158	126	2	
YBL065W;YBL0502	YBL065W	P38188	YBG5_YEAST	S000000161	114	2	
YBL068W-A;smORF19;SR12	YBL068W-A	P0C5L1	YB068_YEAST	S000028530	78	2	
YBL070C;YBL0616	YBL070C	P38186	YBH0_YEAST	S000000166	106	2	
YBL071C-B	YBL071C-B	Q8TGU8	YB071_YEAST	S000028597	32	2	
YBL071C;YBL0615	YBL071C	P38185	YBH1_YEAST	S000000167	102	2	
YBL073W;YBL0612	YBL073W	P38184	YBH3_YEAST	S000000169	103	2	
YBL077W;YBL0733	YBL077W	P38183	YBH7_YEAST	S000000173	143	2	
YBL081W;YBL0722	YBL081W	P38180	YBI1_YEAST	S000000177	368	2	
YBL083C;YBL0719	YBL083C	P38178	YBI3_YEAST	S000000179	141	2	
YBL086C;YBL0714	YBL086C	P38177	YBI6_YEAST	S000000182	466	2	
YBL094C;YBL0836	YBL094C	P38173	YBJ4_YEAST	S000000190	110	2	
YBL096C;YBL0834	YBL096C	P38171	YBJ6_YEAST	S000000192	102	2	
YBL100C;YBL0826	YBL100C	P38168	YBK0_YEAST	S000000196	104	2	
YBL100W-C;YBL101W-C	YBL100W-C	P0C269	YB00C_YEAST	S000028598	39	2	
YBL107W-A	YBL107W-A	Q6B113	YB107_YEAST	S000007229	34	2	
YBL108W;YBL0801	YBL108W	P38161	YBK8_YEAST	S000000204	101	2	
YBL109W	YBL109W	P89495	YB109_YEAST	S000002150	111	2	
YBL111C	YBL111C	Q3E7Y5	YB111_YEAST	S000002151	667	2	
YBL112C	YBL112C	Q3E7Y4	YB112_YEAST	S000002152	105	2	
YBL113C	YBL113C	Q7M4S9	YB113_YEAST	S000002153	792	2	
YBL113W-A	YBL113W-A	Q8TGK5	YB13A_YEAST	S000028599	160	2	
YBR012C;YBR0205	YBR012C	P38214	YBM2_YEAST	S000000216	139	2	
YBR013C;YBR0209	YBR013C	P38215	YBM3_YEAST	S000000217	129	2	
YBR016W;YBR0222	YBR016W	P38216	YBM6_YEAST	S000000220	128	2	
YBR027C;YBR0311	YBR027C	P38220	YBN7_YEAST	S000000231	110	2	
YBR032W;YBR0317	YBR032W	P38223	YBO2_YEAST	S000000236	100	2	
YBR051W;YBR0504A	YBR051W	P38233	YBQ1_YEAST	S000000255	116	2	
YBR053C;YBR0506	YBR053C	P38235	YBQ3_YEAST	S000000257	358	2	
YBR056C-B	YBR056C-B	P0C5L0	YB056_YEAST	S000087087	52	2	
YBR056W-A	YBR056W-A	I2HB52	YB56A_YEAST	S000028736	66	2	
YBR056W;YBR0510	YBR056W	P38081	YBQ6_YEAST	S000000260	501	2	
YBR062C;YBR0528	YBR062C	P38239	YBR2_YEAST	S000000266	180	2	
YBR063C;YBR0610	YBR063C	P38083	YBR3_YEAST	S000000267	404	2	
YBR064W;YBR0612	YBR064W	P38240	YBR4_YEAST	S000000268	142	2	
YBR071W;YBR0712	YBR071W	P38243	YBS1_YEAST	S000000275	211	2	
YBR072C-A	YBR072C-A	Q3E794	YB072_YEAST	S000028532	53	2	
YBR076C-A;smORF46	YBR076C-A	P0C5L2	YB076_YEAST	S000028533	88	2	
YBR085C-A	YBR085C-A	O43137	YB085_YEAST	S000007522	85	2	
YBR089W;YBR0811A	YBR089W	P38252	YBT9_YEAST	S000000293	199	2	
YBR090C;YBR0811B	YBR090C	P38253	YBU0_YEAST	S000000294	122	2	
YBR096W;YBR0824	YBR096W	P38256	YBU6_YEAST	S000000300	230	2	
YBR099C;YBR0828	YBR099C	P38258	YBU9_YEAST	S000000303	127	2	
YBR103C-A	YBR103C-A	P0C5L3	YB103_YEAST	S000007593	47	2	
YBR109W-A	YBR109W-A	P90471	YB09A_YEAST	S000028737	74	2	
YBR113W;YBR0908E	YBR113W	P38267	YBW3_YEAST	S000000317	160	2	
YBR116C;YBR0911	YBR116C	P38268	YBW6_YEAST	S000000320	175	2	
YBR121C-A	YBR121C-A	P0C5L4	YB121_YEAST	S000028815	52	2	
YBR124W;YBR0920B	YBR124W	P38269	YBX4_YEAST	S000000328	119	2	
YBR126W-A	YBR126W-A	Q8TGU7	YB126_YEAST	S000028600	68	2	
YBR126W-B	YBR126W-B	A0A023PXH5	YB26B_YEAST	S000028738	47	2	
YBR131C-A	YBR131C-A	Q8TGQ5	YB131_YEAST	S000028601	29	2	
YBR134W;YBR1010	YBR134W	P38275	YBY4_YEAST	S000000338	133	2	
YBR137W;YBR1013	YBR137W	P38276	YBY7_YEAST	S000000341	179	(3)	2
YBR138C;YBR1014	YBR138C	P38277	YBY8_YEAST	S000000342	524	2	
YBR139W;YBR1015	YBR139W	P38109	YBY9_YEAST	S000000343	508	2	
YBR141W-A	YBR141W-A	Q8TGQ4	YB141_YEAST	S000028602	31	2	
YBR144C;YBR1121	YBR144C	P34215	YBZ4_YEAST	S000000348	104	2	
YBR174C;YBR1236	YBR174C	P38294	YB24_YEAST	S000000378	104	2	
YBR178W;YBR1240	YBR178W	P38296	YB28_YEAST	S000000382	124	2	
YBR182C-A	YBR182C-A	Q8TGU6	YB182_YEAST	S000028603	64	2	
YBR184W;YBR1306	YBR184W	P38299	YB34_YEAST	S000000388	523	2	
YBR190W;YBR1318	YBR190W	P38303	YB40_YEAST	S000000394	103	2	
YBR191W-A	YBR191W-A	P0C5L5	YB191_YEAST	S000007594	24	2	
YBR196C-A	YBR196C-A	Q3E820	YB96A_YEAST	S000028534	49	2	
YBR196C-B	YBR196C-B	Q3E778	YB96B_YEAST	S000028816	34	2	
YBR197C;YBR1409	YBR197C	P38306	YB47_YEAST	S000000401	217	2	
YBR200W-A	YBR200W-A	Q3E755	YB200_YEAST	S000028535	54	2	
YBR201C-A	YBR201C-A	Q2V2Q3	YB201_YEAST	S000087085	67	2	
YBR206W;YBR1447	YBR206W	P38309	YB56_YEAST	S000000410	107	2	
YBR209W;YBR1451	YBR209W	P38311	YB59_YEAST	S000000413	105	2	
YBR219C;YBR1509	YBR219C	P38317	YB69_YEAST	S000000423	127	2	
YBR220C;YBR1510	YBR220C	P38318	YB70_YEAST	S000000424	560	2	
YBR221W-A	YBR221W-A	Q3E781	YB221_YEAST	S000028817	34	2	
YBR223W-A	YBR223W-A	Q8TGQ3	YB223_YEAST	S000028604	39	2	
YBR224W;YBR1521	YBR224W	P38320	YB74_YEAST	S000000428	171	2	
YBR225W;YBR1522	YBR225W	P38321	YB75_YEAST	S000000429	900	2	
YBR226C;YBR1523	YBR226C	P38322	YB76_YEAST	S000000430	136	2	
YBR230W-A	YBR230W-A	Q3E762	YB230_YEAST	S000029722	66	2	
YBR232C;YBR1530	YBR232C	P38327	YB82_YEAST	S000000436	119	2	
YBR238C;YBR1608	YBR238C	P38330	RMD9L_YEAST	S000000442	731	2	
YBR241C;YBR1625	YBR241C	P38142	YB91_YEAST	S000000445	488	2	
YBR242W;YBR1627	YBR242W	P38331	YB92_YEAST	S000000446	238	2	
YBR255C-A	YBR255C-A	Q3E776	YB255_YEAST	S000007649	120	2	
YBR259W;YBR1727	YBR259W	P38338	YB9F_YEAST	S000000463	688	2	
YBR277C;YBR2014	YBR277C	P38350	YB9U_YEAST	S000000481	133	2	
YBR284W;YBR2021	YBR284W	P38150	YB9Z_YEAST	S000000488	797	2	
YBR285W;YBR2023	YBR285W	P38354	YB8A_YEAST	S000000489	144	2	
YBR287W;YBR2034	YBR287W	P38355	YB8B_YEAST	S000000491	427	2	
YBR292C;YBR2040	YBR292C	P38357	YB8F_YEAST	S000000496	123	2	
YBR296C-A	YBR296C-A	Q8TGU5	YB296_YEAST	S000028605	39	2	
YBR298C-A	YBR298C-A	Q8TGK4	YB298_YEAST	S000028606	73	2	
YBR300C;YBR2120	YBR300C	P38362	YB8J_YEAST	S000000504	165	2	
YCL001W-A	YCL001W-A	P87012	YC01A_YEAST	S000007221	153	3	
YCL001W-B	YCL001W-B	Q96VH2	YC01B_YEAST	S000007596	84	3	
YCL002C;YCL2C	YCL002C	P25565	YCA2_YEAST	S000000508	263	3	
YCL012C;YCL011C-A	YCL012C	Q8J0M4	YCB2_YEAST	S000029705	134	3	
YCL021W-A	YCL021W-A	Q96VH3	YC021_YEAST	S000007549	125	3	
YCL021W;YCL21W	YCL021W	P25561	YCC1_YEAST	S000000526	117	3	
YCL022C;YCL22C	YCL022C	P25562	YCC2_YEAST	S000000527	171	3	
YCL023C;YCL23C	YCL023C	P25563	YCC3_YEAST	S000000528	115	3	
YCL041C;YCL41C	YCL041C	P25571	YCE1_YEAST	S000000546	164	3	
YCL042W;YCL42W	YCL042W	P25572	YCE2_YEAST	S000000547	119	3	
YCL046W;YCL46W	YCL046W	P25575	YCE6_YEAST	S000000551	107	3	
YCL048W-A	YCL048W-A	Q2V2Q2	YC048_YEAST	S000087203	79	3	
YCL049C;YCL49C	YCL049C	P25577	YCE9_YEAST	S000000554	312	3	
YCL065W;YCL65W	YCL065W	P37264	YCG5_YEAST	S000000570	122	3	
YCL068C;YCL68C	YCL068C	P25593	YCG8_YEAST	S000000573	260	3	
YCL076W;YCL76W	YCL076W	P25602	YCH6_YEAST	S000000581	247	3	
YCR001W;YCR021;YCR1W	YCR001W	P25347	YCP2_YEAST	S000000594	104	3	
YCR006C;YCR044;YCR6C	YCR006C	P25350	YCP6_YEAST	S000000599	157	3	
YCR007C;YCR045;YCR7C	YCR007C	P25354	YCP7_YEAST	S000000600	239	3	
YCR013C;YCR13C	YCR013C	P25614	YCQ3_YEAST	S000000606	215	3	
YCR015C;YCR15C	YCR015C	P25616	YCQ5_YEAST	S000000608	317	3	
YCR016W;YCR16W	YCR016W	P25617	YCQ6_YEAST	S000000609	290	3	
YCR018C-A	YCR018C-A	Q96VH1	YC018_YEAST	S000007230	84	3	
YCR022C;YCR22C	YCR022C	P25620	YCR2_YEAST	S000000616	114	3	
YCR023C;YCR23C;YCR241	YCR023C	P25351	YCR3_YEAST	S000000617	611	3	
YCR024C-B	YCR024C-B	Q3E7Z8	YC204_YEAST	S000028818	88	3	
YCR025C;YCR244;YCR25C	YCR025C	P25352	YCR5_YEAST	S000000620	136	3	
YCR038W-A	YCR038W-A	Q96VG8	YC038_YEAST	S000007597	41	3	
YCR041W;YCR41W	YCR041W	P37265	YCR41_YEAST	S000000637	110	3	
YCR043C;YCR43C;YCR725	YCR043C	P25361	YCT3_YEAST	S000000639	127	3	
YCR045W-A	YCR045W-A	Q8TGQ2	YC045_YEAST	S000028607	116	3	
YCR047W-A	YCR047W-A	Q8TGQ1	YC047_YEAST	S000028608	68	3	
YCR049C;YCR49C	YCR049C	P25629	YCT9_YEAST	S000000645	148	3	
YCR050C;YCR50C	YCR050C	P25630	YCU0_YEAST	S000000646	102	3	
YCR051W;YCR51W	YCR051W	P25631	YCU1_YEAST	S000000647	222	3	
YCR061W;YCR062W;YCR61W;YCR62W;YCR904	YCR061W	P25639	YCV1_YEAST	S000000657	631	3	
YCR064C;YCR64C	YCR064C	P25640	YCV4_YEAST	S000000660	136	3	
YCR075W-A	YCR075W-A	Q3E830	YC075_YEAST	S000028519	75	(3)	3
YCR081C-A	YCR081C-A	Q8TGQ0	YC081_YEAST	S000028609	78	3	
YCR085W;YCR85W	YCR085W	P25650	YCX5_YEAST	S000000681	117	3	
YCR087C-A;YCRX16C	YCR087C-A	P37263	YC16_YEAST	S000007223	153	3	
YCR087W;YCR87W	YCR087W	P25652	YCX7_YEAST	S000000683	171	3	
YCR090C;YCR1104;YCR90C	YCR090C	P25654	YCY0_YEAST	S000000686	182	3	
YCR095W-A	YCR095W-A	Q3E787	YC095_YEAST	S000029724	52	3	
YCR097W-A	YCR097W-A	Q96VG6	YC097_YEAST	S000007632	88	3	
YCR099C;YCR99C	YCR099C	P25657	YCY9_YEAST	S000000696	155	3	
YCR100C	YCR100C	P25606	YCZ0_YEAST	S000000697	316	3	
YCR101C	YCR101C	P25607	YCZ1_YEAST	S000000698	182	3	
YCR102C	YCR102C	P25608	YCZ2_YEAST	S000000699	368	3	
YCR102W-A	YCR102W-A	Q96VG5	YC102_YEAST	S000007231	65	3	
YCR108C	YCR108C	Q3E819	YC108_YEAST	S000028536	63	3	
YDL007C-A	YDL007C-A	Q2V2Q0	YD007_YEAST	S000113557	85	4	
YDL009C	YDL009C	Q12210	YD009_YEAST	S000002167	107	4	
YDL011C	YDL011C	Q12023	YD011_YEAST	S000002169	107	4	
YDL012C;D2880	YDL012C	Q12489	YD012_YEAST	S000002170	107	4	
YDL016C	YDL016C	Q12115	YD016_YEAST	S000002174	100	4	
YDL022C-A;smORF101;SR3	YDL022C-A	P0C5L6	YD022_YEAST	S000028537	82	4	
YDL023C	YDL023C	Q12264	YD023_YEAST	S000002181	106	4	
YDL025W-A	YDL025W-A	Q8TGP7	YD025_YEAST	S000028610	34	4	
YDL026W	YDL026W	Q12147	YDL26_YEAST	S000002184	103	4	
YDL032W;D2767	YDL032W	Q12281	YD032_YEAST	S000002190	103	4	
YDL034W;D2758	YDL034W	Q12448	YD034_YEAST	S000002192	114	4	
YDL041W;D2717	YDL041W	Q12352	YD041_YEAST	S000002199	117	4	
YDL050C	YDL050C	Q07355	YD050_YEAST	S000002208	123	4	
YDL057W	YDL057W	Q07379	YD057_YEAST	S000002215	328	4	
YDL062W	YDL062W	Q07410	YD062_YEAST	S000002220	141	4	
YDL068W	YDL068W	Q07435	YD068_YEAST	S000002226	109	4	
YDL071C	YDL071C	Q07438	YD071_YEAST	S000002229	124	4	
YDL073W	YDL073W	Q07454	YD073_YEAST	S000002231	984	4	
YDL085C-A	YDL085C-A	Q3E7B7	YD85C_YEAST	S000007588	68	4	
YDL086C-A	YDL086C-A	Q8TGP8	YD086_YEAST	S000028611	144	4	
YDL086W	YDL086W	Q07505	DLHH_YEAST	S000002244	273	4	
YDL094C	YDL094C	Q07509	YD094_YEAST	S000002252	169	4	
YDL109C;D2325	YDL109C	Q12103	YD109_YEAST	S000002267	647	4	
YDL114W	YDL114W	Q07530	YD114_YEAST	S000002272	308	4	
YDL114W-A	YDL114W-A	P0C5M5	YDL14_YEAST	S000007598	37	4	
YDL118W	YDL118W	Q07535	YD118_YEAST	S000002276	126	4	
YDL121C	YDL121C	Q07541	YD121_YEAST	S000002279	149	4	
YDL124W;D2240	YDL124W	Q07551	KAR_YEAST	S000002282	312	4	
YDL129W	YDL129W	Q07555	YD129_YEAST	S000002287	291	4	
YDL144C	YDL144C	Q07589	YD144_YEAST	S000002303	356	4	
YDL152W;D1551	YDL152W	Q12394	YD152_YEAST	S000002311	121	4	
YDL157C;D1533	YDL157C	Q12082	YD157_YEAST	S000002316	118	4	
YDL158C	YDL158C	Q12047	YD158_YEAST	S000002317	102	4	
YDL159C-B	YDL159C-B	Q8TGP9	YD59B_YEAST	S000028612	58	4	
YDL159W-A;YDL159W-B	YDL159W-A	Q3E774	YD159_YEAST	S000007599	43	4	
YDL162C	YDL162C	Q12307	YD162_YEAST	S000002321	118	4	
YDL163W	YDL163W	Q12148	YD163_YEAST	S000002322	100	4	
YDL172C	YDL172C	Q12135	YD172_YEAST	S000002331	159	4	
YDL176W	YDL176W	Q12027	YD176_YEAST	S000002335	708	4	
YDL177C	YDL177C	Q12257	YD177_YEAST	S000002336	170	4	
YDL180W	YDL180W	Q12301	YD180_YEAST	S000002339	547	4	
YDL183C;D1293	YDL183C	P48569	YD183_YEAST	S000002342	320	4	
YDL185C-A	YDL185C-A	P0C5M4	YD85A_YEAST	S000007600	75	4	
YDL186W;D1281	YDL186W	P48568	YD186_YEAST	S000002345	277	4	
YDL187C	YDL187C	Q07613	YD187_YEAST	S000002346	109	4	
YDL196W;D1224	YDL196W	Q12187	YDL96_YEAST	S000002355	109	4	
YDL199C;D1209	YDL199C	Q12407	YD199_YEAST	S000002358	687	4	
YDL206W;D1053	YDL206W	Q12424	YD206_YEAST	S000002365	762	4	
YDL211C;D1026	YDL211C	Q12121	YD211_YEAST	S000002370	372	4	
YDL213W-A;D1019	YDL213W-A	Q00590	YD213_YEAST	-	100	4	
YDL218W	YDL218W	Q07629	YD218_YEAST	S000002377	317	4	
YDL221W	YDL221W	Q07649	YD221_YEAST	S000002380	183	4	
YDL228C	YDL228C	Q07658	YD228_YEAST	S000002387	213	4	
YDL240C-A	YDL240C-A	P0C5L8	YD240_YEAST	S000007601	45	4	
YDL241W	YDL241W	Q07738	YD241_YEAST	S000002400	123	4	
YDL242W	YDL242W	Q07746	YD242_YEAST	S000002401	117	4	
YDL247W-A	YDL247W-A	P0C5L9	YD247_YEAST	S000007602	24	4	
YDR003W-A	YDR003W-A	Q3E7Z7	YD003_YEAST	S000028819	40	4	
YDR008C	YDR008C	A0A023PZ99	YD008_YEAST	S000002415	116	4	
YDR010C;PZE110	YDR010C	Q12426	YDR10_YEAST	S000002417	110	4	
YDR015C;PZF129	YDR015C	Q12195	YD015_YEAST	S000002422	79	4	
YDR018C;PZF396;YD9335.04C	YDR018C	Q12185	YD018_YEAST	S000002425	396	4	
YDR029W	YDR029W	Q12111	YD029_YEAST	S000002436	104	4	
YDR034C-A	YDR034C-A	P0C289	YD34A_YEAST	S000007233	58	4	
YDR034W-B	YDR034W-B	Q6Q5X2	YD34B_YEAST	S000007234	51	4	
YDR042C;YD6888.04c	YDR042C	Q03205	YD042_YEAST	S000002449	200	4	
YDR048C	YDR048C	A0A023PZE6	YD048_YEAST	S000002455	104	4	
YDR053W	YDR053W	Q07790	YD053_YEAST	S000002460	131	4	
YDR056C;D4219	YDR056C	Q12025	YD056_YEAST	S000002463	205	4	
YDR061W;D4241	YDR061W	Q12298	YD061_YEAST	S000002468	539	4	
YDR089W;D4495;YD8554.22	YDR089W	P38966	YD089_YEAST	S000002496	869	4	
YDR090C	YDR090C	Q03193	YD090_YEAST	S000002497	310	4	
YDR094W	YDR094W	A0A023PYD3	YD94W_YEAST	S000002501	111	4	
YDR095C	YDR095C	Q03831	YD095_YEAST	S000002502	136	4	
YDR102C	YDR102C	Q03864	YD102_YEAST	S000002509	110	4	
YDR109C	YDR109C	Q04585	YDR09_YEAST	S000002516	715	4	
YDR114C	YDR114C	Q04597	YDR14_YEAST	S000002521	100	4	
YDR115W;YD9727.10	YDR115W	Q04598	RM34_YEAST	S000002522	105	(3)	4
YDR118W-A	YDR118W-A	P0C5L7	YD18A_YEAST	S000028820	38	4	
YDR119W-A	YDR119W-A	Q2V2P9	YD19A_YEAST	S000113555	66	4	
YDR124W	YDR124W	Q04608	YD124_YEAST	S000002531	324	4	
YDR131C	YDR131C	Q03899	YD131_YEAST	S000002538	556	4	
YDR132C	YDR132C	Q03900	YD132_YEAST	S000002539	495	4	
YDR133C	YDR133C	Q03904	YDR33_YEAST	S000002540	111	4	
YDR149C	YDR149C	A0A023PXH9	YD149_YEAST	S000002556	235	4	
YDR154C	YDR154C	A0A023PZA4	YD154_YEAST	S000002561	116	4	
YDR157W	YDR157W	A0A023PZE8	YD57W_YEAST	S000002564	133	4	
YDR169C-A;smORF118;SR2	YDR169C-A	Q3E789	YD169_YEAST	S000028538	49	4	
YDR179W-A;YD9395.13	YDR179W-A	Q03983	YD179_YEAST	S000002587	463	4	
YDR182W-A;smORF121;SR1	YDR182W-A	Q3E796	YD182_YEAST	S000028539	67	4	
YDR183C-A;smORF122	YDR183C-A	P0C5M3	YD83A_YEAST	S000028540	85	4	
YDR186C	YDR186C	Q04007	YDR86_YEAST	S000002594	877	4	
YDR187C	YDR187C	A0A023PYD7	YD87C_YEAST	S000002595	172	4	
YDR193W	YDR193W	P0C5E0	YD193_YEAST	S000002601	132	4	
YDR194W-A;smORF123	YDR194W-A	Q3E818	YD194_YEAST	S000028541	50	4	
YDR199W	YDR199W	A0A023PXB9	YD99W_YEAST	S000002607	121	4	
YDR203W	YDR203W	A0A023PXI4	YD203_YEAST	S000002611	105	4	
YDR209C;YD8142A.06c	YDR209C	Q03480	YD209_YEAST	S000002617	137	4	
YDR210W;YD8142.07	YDR210W	Q03482	YD210_YEAST	S000002618	75	4	
YDR215C;YD8142.15c;YD8142B.07c	YDR215C	Q12240	YD215_YEAST	S000002623	137	4	
YDR220C	YDR220C	Q04923	YD220_YEAST	S000002628	97	4	
YDR222W	YDR222W	Q04925	YDR22_YEAST	S000002630	415	4	
YDR230W	YDR230W	A0A023PZA9	YD230_YEAST	S000002638	115	4	
YDR239C	YDR239C	Q03780	YD239_YEAST	S000002647	787	4	
